"order_id","order_date","product_id","subtotal","discount","total","payment","purchase_status","discount_abs","is_confirmed","delivery_id","delivery_service","freight_price","delivery_forecast","delivery_date","delivery_status","delivery_lead_time","delivery_delay","estimated_lead_time","is_late","freight_share","is_cancelled","cancellation_by_payment","category","subcategory","product_price"
1781,2025-02-20 01:02:23.000,P0012,215.60,0.1016,226.69,Boleto,Cancelado,21.904960,0,D01781,Scheduled,32.99,2025-05-06 07:05:42.000,2025-05-07 07:05:42.000,Atrasado,76,1,75,1,0.14552913670651550576,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1782,2025-04-13 05:12:04.000,P0012,4879.71,0.0844,4490.76,Boleto,Processando,411.847524,0,D01782,Standard,22.90,2025-04-25 18:06:43.000,2025-04-25 18:06:43.000,Atrasado,12,0,12,0,0.00509935957388059037,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1783,2025-05-02 05:49:38.000,P0012,107.80,0.1295,136.74,Boleto,Confirmado,13.960100,1,D01783,Same-Day,42.90,2025-04-19 14:49:13.000,2025-04-19 14:49:13.000,Atrasado,0,0,0,0,0.31373409390083369899,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1786,2025-04-16 01:24:28.000,P0012,71.60,0.0661,99.86,Debito,Confirmado,4.732760,1,D01786,Scheduled,32.99,2025-04-18 13:56:28.000,2025-04-20 13:56:28.000,A Caminho,4,2,2,1,0.33036250751051472061,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1787,2025-04-10 01:31:07.000,P0012,7916.40,0.0694,7409.90,Debito,Confirmado,549.398160,1,D01787,Same-Day,42.90,2025-04-20 05:31:54.000,2025-04-21 05:31:54.000,Trânsito,11,1,10,1,0.00578955181581397860,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1788,2025-04-11 06:50:24.000,P0012,174.90,0.1432,192.75,Credito,Confirmado,25.045680,1,D01788,Same-Day,42.90,2025-05-03 15:14:47.000,2025-05-05 15:14:47.000,Trânsito,24,2,22,1,0.22256809338521400778,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1789,2025-03-01 01:24:11.000,P0012,699.60,0.0208,727.95,Debito,Processando,14.551680,0,D01789,Same-Day,42.90,2025-04-27 01:27:45.000,2025-05-02 01:27:45.000,Entregue,62,5,57,1,0.05893261899855759324,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1790,2025-02-18 00:55:21.000,P0012,898.00,0.0669,880.82,Credito,Confirmado,60.076200,1,D01790,Same-Day,42.90,2025-05-09 06:39:09.000,2025-05-12 06:39:09.000,Atrasado,83,3,80,1,0.04870461615313003792,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1791,2025-02-24 02:14:48.000,P0012,51.80,0.0984,79.69,Debito,Processando,5.097120,0,D01791,Scheduled,32.99,2025-04-17 06:52:52.000,2025-04-18 06:52:52.000,A Caminho,53,1,52,1,0.41397916928096373447,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1792,2025-02-17 13:49:43.000,P0012,1539.80,0.0650,1462.61,Debito,Cancelado,100.087000,0,D01792,Standard,22.90,2025-04-20 00:00:43.000,2025-04-23 00:00:43.000,Entregue,65,3,62,1,0.01565694204196607435,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1793,2025-05-15 22:02:53.000,P0012,129.86,0.0425,147.24,Debito,Confirmado,5.519050,1,D01793,Standard,22.90,2025-05-03 00:17:22.000,2025-05-05 00:17:22.000,Entregue,0,2,0,1,0.15552838902472154306,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1794,2025-04-28 02:27:14.000,P0012,1898.00,0.0431,1839.10,Boleto,Processando,81.803800,0,D01794,Standard,22.90,2025-04-21 18:06:28.000,2025-04-21 18:06:28.000,Entregue,0,0,0,0,0.01245174270023381002,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1795,2025-04-12 11:16:46.000,P0012,124.91,0.0350,143.44,Credito,Confirmado,4.371850,1,D01795,Standard,22.90,2025-04-16 23:43:58.000,2025-04-20 23:43:58.000,Atrasado,8,4,4,1,0.15964863357501394311,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1796,2025-03-28 18:19:33.000,P0012,428.99,0.0516,449.75,Credito,Confirmado,22.135884,1,D01796,Same-Day,42.90,2025-05-14 08:52:48.000,2025-05-17 08:52:48.000,A Caminho,50,3,47,1,0.09538632573652028905,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1797,2025-04-01 00:10:18.000,P0012,199.60,0.1308,216.39,Debito,Processando,26.107680,0,D01797,Same-Day,42.90,2025-05-07 04:46:19.000,2025-05-07 04:46:19.000,Atrasado,36,0,36,0,0.19825315402745043671,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1798,2025-03-23 21:21:32.000,P0012,8226.39,0.0758,7625.73,Boleto,Processando,623.560362,0,D01798,Standard,22.90,2025-05-01 07:16:20.000,2025-05-06 07:16:20.000,Trânsito,44,5,39,1,0.00300299118904026237,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1799,2025-03-19 02:59:15.000,P0012,1796.00,0.0360,1764.33,PIX,Confirmado,64.656000,1,D01799,Scheduled,32.99,2025-05-12 22:28:47.000,2025-05-14 22:28:47.000,A Caminho,56,2,54,1,0.01869831607465723532,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1800,2025-03-17 15:48:13.000,P0012,2158.00,0.0577,2066.47,Credito,Processando,124.516600,0,D01800,Scheduled,32.99,2025-04-18 14:34:12.000,2025-04-18 14:34:12.000,Trânsito,32,0,32,0,0.01596442242084327380,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1801,2025-04-07 21:10:28.000,P0012,519.44,0.0159,544.17,Debito,Processando,8.259096,0,D01801,Scheduled,32.99,2025-05-07 07:54:46.000,2025-05-12 07:54:46.000,Trânsito,35,5,30,1,0.06062443721631107926,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1802,2025-02-17 12:27:55.000,P0012,49.90,0.1356,66.03,Boleto,Confirmado,6.766440,1,D01802,Standard,22.90,2025-04-27 02:38:30.000,2025-04-30 02:38:30.000,Trânsito,72,3,69,1,0.34681205512645767076,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1803,2025-03-29 17:55:43.000,P0012,1079.00,0.0612,1045.96,Credito,Cancelado,66.034800,0,D01803,Scheduled,32.99,2025-04-16 16:26:06.000,2025-04-21 16:26:06.000,Atrasado,23,5,18,1,0.03154040307468736854,1,Credito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1804,2025-05-05 07:39:45.000,P0012,1979.10,0.1471,1720.96,Boleto,Confirmado,291.125610,1,D01804,Scheduled,32.99,2025-04-30 15:16:12.000,2025-05-02 15:16:12.000,Atrasado,0,2,0,1,0.01916953328374860543,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1805,2025-03-12 20:17:14.000,P0012,2144.00,0.0521,2065.29,Boleto,Confirmado,111.702400,1,D01805,Scheduled,32.99,2025-04-26 16:28:39.000,2025-04-26 16:28:39.000,Atrasado,45,0,45,0,0.01597354366699107631,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1806,2025-03-22 02:07:41.000,P0012,6099.98,0.1255,5367.42,Credito,Confirmado,765.547490,1,D01806,Scheduled,32.99,2025-04-24 05:19:27.000,2025-04-28 05:19:27.000,Trânsito,37,4,33,1,0.00614634219047512585,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1811,2025-05-10 00:40:01.000,P0012,53.70,0.0467,74.09,Debito,Cancelado,2.507790,0,D01811,Standard,22.90,2025-04-29 17:13:14.000,2025-04-30 17:13:14.000,Trânsito,0,1,0,1,0.30908354703738696180,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1812,2025-05-05 03:07:21.000,P0012,449.00,0.0665,452.13,Boleto,Confirmado,29.858500,1,D01812,Scheduled,32.99,2025-04-24 20:30:38.000,2025-04-29 20:30:38.000,Entregue,0,5,0,1,0.07296573994205206467,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1813,2025-05-12 22:17:27.000,P0012,4604.00,0.1228,4061.53,Boleto,Processando,565.371200,0,D01813,Standard,22.90,2025-04-18 03:47:59.000,2025-04-19 03:47:59.000,Trânsito,0,1,0,1,0.00563826932215199691,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1814,2025-05-10 23:56:30.000,P0012,53.90,0.0372,74.79,Debito,Em Analise,2.005080,0,D01814,Standard,22.90,2025-05-03 03:02:50.000,2025-05-08 03:02:50.000,Atrasado,0,5,0,1,0.30619066720149752641,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1815,2025-02-25 01:08:21.000,P0012,259.72,0.0463,290.59,Boleto,Cancelado,12.025036,0,D01815,Same-Day,42.90,2025-05-11 04:42:14.000,2025-05-11 04:42:14.000,Trânsito,75,0,75,0,0.14763068240476272411,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1816,2025-02-21 18:29:03.000,P0012,3958.20,0.1268,3489.29,PIX,Cancelado,501.899760,0,D01816,Scheduled,32.99,2025-05-01 22:41:58.000,2025-05-01 22:41:58.000,Trânsito,69,0,69,0,0.00945464550094718410,1,PIX - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1817,2025-02-20 04:59:20.000,P0012,857.98,0.0739,817.48,Boleto,Cancelado,63.404722,0,D01817,Standard,22.90,2025-04-19 18:44:46.000,2025-04-21 18:44:46.000,Trânsito,60,2,58,1,0.02801291774722317366,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1818,2025-03-02 06:02:41.000,P0012,149.70,0.1241,164.11,Debito,Em Analise,18.577770,0,D01818,Scheduled,32.99,2025-04-28 22:22:35.000,2025-04-30 22:22:35.000,Entregue,59,2,57,1,0.20102370361343001645,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1819,2025-04-25 11:34:42.000,P0012,497.97,0.0562,502.97,Credito,Processando,27.985914,0,D01819,Scheduled,32.99,2025-04-14 20:47:53.000,2025-04-19 20:47:53.000,A Caminho,0,5,0,1,0.06559039306519275504,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1820,2025-04-01 03:36:27.000,P0012,51.80,0.0598,71.60,PIX,Confirmado,3.097640,1,D01820,Standard,22.90,2025-04-24 17:20:29.000,2025-04-28 17:20:29.000,Entregue,27,4,23,1,0.31983240223463687151,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1821,2025-05-10 08:25:06.000,P0012,1072.00,0.0251,1067.99,PIX,Em Analise,26.907200,0,D01821,Standard,22.90,2025-05-12 21:19:41.000,2025-05-13 21:19:41.000,Atrasado,3,1,2,1,0.02144214833472223523,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1822,2025-03-07 22:58:08.000,P0012,1799.01,0.1375,1574.55,PIX,Confirmado,247.363875,1,D01822,Standard,22.90,2025-04-27 22:39:48.000,2025-05-01 22:39:48.000,Entregue,55,4,51,1,0.01454383792194595281,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1824,2025-04-23 18:15:44.000,P0012,374.73,0.1476,362.32,Credito,Em Analise,55.310148,0,D01824,Same-Day,42.90,2025-04-21 16:26:21.000,2025-04-25 16:26:21.000,A Caminho,2,4,0,1,0.11840362110841245308,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1825,2025-04-26 02:16:26.000,P0012,5397.03,0.0604,5113.95,Boleto,Processando,325.980612,0,D01825,Same-Day,42.90,2025-05-10 21:35:42.000,2025-05-13 21:35:42.000,Entregue,17,3,14,1,0.00838881881911242777,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1826,2025-03-10 23:22:50.000,P0012,5937.30,0.1228,5241.19,PIX,Em Analise,729.100440,0,D01826,Scheduled,32.99,2025-05-13 11:15:53.000,2025-05-15 11:15:53.000,Entregue,66,2,64,1,0.00629437207962313902,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1827,2025-04-13 14:07:12.000,P0012,949.00,0.0622,912.87,PIX,Em Analise,59.027800,0,D01827,Standard,22.90,2025-04-28 17:48:51.000,2025-04-28 17:48:51.000,Atrasado,15,0,15,0,0.02508571866749920580,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1828,2025-05-07 15:58:25.000,P0012,155.40,0.0681,177.81,Debito,Confirmado,10.582740,1,D01828,Scheduled,32.99,2025-05-06 05:34:33.000,2025-05-11 05:34:33.000,Trânsito,4,5,0,1,0.18553512175918114842,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1829,2025-04-13 20:38:41.000,P0012,499.64,0.1245,470.42,Debito,Cancelado,62.205180,0,D01829,Scheduled,32.99,2025-04-23 03:23:22.000,2025-04-27 03:23:22.000,A Caminho,14,4,10,1,0.07012882105352663577,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1830,2025-03-16 17:11:29.000,P0012,2847.00,0.0266,2814.17,Credito,Processando,75.730200,0,D01830,Same-Day,42.90,2025-04-24 19:29:55.000,2025-04-29 19:29:55.000,A Caminho,44,5,39,1,0.01524428161767057427,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1831,2025-03-23 09:03:40.000,P0012,499.64,0.0330,526.05,Credito,Confirmado,16.488120,1,D01831,Same-Day,42.90,2025-04-19 22:02:30.000,2025-04-19 22:02:30.000,Trânsito,27,0,27,0,0.08155118334759053322,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1832,2025-03-11 08:05:42.000,P0012,3598.02,0.0472,3461.18,Debito,Processando,169.826544,0,D01832,Scheduled,32.99,2025-05-05 13:21:46.000,2025-05-05 13:21:46.000,A Caminho,55,0,55,0,0.00953143147712629797,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1833,2025-03-31 08:44:23.000,P0012,331.98,0.1182,315.64,Credito,Em Analise,39.240036,0,D01833,Standard,22.90,2025-04-13 10:59:26.000,2025-04-18 10:59:26.000,A Caminho,18,5,13,1,0.07255100747687238626,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1834,2025-04-12 17:26:55.000,P0012,6506.28,0.0559,6175.57,Debito,Processando,363.701052,0,D01834,Scheduled,32.99,2025-04-14 14:44:17.000,2025-04-17 14:44:17.000,A Caminho,5,3,2,1,0.00534201701219482574,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1836,2025-02-17 17:42:03.000,P0012,6506.28,0.1498,5554.54,Credito,Em Analise,974.640744,0,D01836,Standard,22.90,2025-04-26 16:35:04.000,2025-04-30 16:35:04.000,Atrasado,72,4,68,1,0.00412275363936527597,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1837,2025-03-07 12:54:28.000,P0012,1286.97,0.0576,1245.83,Credito,Em Analise,74.129472,0,D01837,Scheduled,32.99,2025-04-19 03:08:15.000,2025-04-24 03:08:15.000,Entregue,48,5,43,1,0.02648033840893219781,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1838,2025-05-02 17:08:33.000,P0012,4879.71,0.0372,4741.08,Debito,Cancelado,181.525212,0,D01838,Same-Day,42.90,2025-05-08 13:16:54.000,2025-05-09 13:16:54.000,Trânsito,7,1,6,1,0.00904857121162266825,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1839,2025-02-24 14:52:29.000,P0012,1347.00,0.0935,1243.96,PIX,Em Analise,125.944500,0,D01839,Standard,22.90,2025-04-24 06:53:52.000,2025-04-25 06:53:52.000,Atrasado,60,1,59,1,0.01840895205633621660,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1840,2025-05-14 13:36:45.000,P0012,2847.00,0.1203,2537.50,Credito,Cancelado,342.494100,0,D01840,Scheduled,32.99,2025-04-15 05:45:11.000,2025-04-18 05:45:11.000,A Caminho,0,3,0,1,0.01300098522167487685,1,Credito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1841,2025-03-23 02:25:21.000,P0012,1799.01,0.0104,1813.29,Credito,Processando,18.709704,0,D01841,Scheduled,32.99,2025-05-05 17:41:02.000,2025-05-06 17:41:02.000,Trânsito,44,1,43,1,0.01819344947581467939,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1707,2025-03-13 07:01:51.000,P0012,4288.00,0.0844,3968.99,PIX,Cancelado,361.907200,0,D01707,Same-Day,42.90,2025-05-12 06:49:34.000,2025-05-17 06:49:34.000,Entregue,65,5,60,1,0.01080879518466914757,1,PIX - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1708,2025-03-27 19:06:54.000,P0012,53.70,0.0694,72.87,Credito,Cancelado,3.726780,0,D01708,Standard,22.90,2025-04-20 18:38:58.000,2025-04-22 18:38:58.000,A Caminho,26,2,24,1,0.31425826814875806230,1,Credito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1709,2025-03-20 19:02:32.000,P0012,389.58,0.0144,426.87,Debito,Processando,5.609952,0,D01709,Same-Day,42.90,2025-05-06 06:25:24.000,2025-05-08 06:25:24.000,Atrasado,49,2,47,1,0.10049898095438892403,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1710,2025-03-11 18:37:08.000,P0012,2847.00,0.1195,2549.68,PIX,Confirmado,340.216500,1,D01710,Same-Day,42.90,2025-05-02 12:12:34.000,2025-05-04 12:12:34.000,Atrasado,54,2,52,1,0.01682564086473596687,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1712,2025-04-19 02:03:26.000,P0012,53.90,0.0172,75.87,PIX,Processando,0.927080,0,D01712,Standard,22.90,2025-04-17 15:30:55.000,2025-04-20 15:30:55.000,Trânsito,1,3,0,1,0.30183208119151179649,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
1713,2025-04-16 10:51:33.000,P0012,2742.13,0.0935,2508.64,PIX,Processando,256.389155,0,D01713,Standard,22.90,2025-04-29 03:31:18.000,2025-04-29 03:31:18.000,A Caminho,13,0,13,0,0.00912845206964729893,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
1714,2025-04-03 13:34:30.000,P0012,1539.80,0.0598,1480.71,Boleto,Cancelado,92.080040,0,D01714,Scheduled,32.99,2025-04-30 01:21:25.000,2025-05-04 01:21:25.000,Atrasado,31,4,27,1,0.02227985223305036098,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1715,2025-05-02 04:16:26.000,P0012,207.20,0.0090,238.33,Credito,Em Analise,1.864800,0,D01715,Scheduled,32.99,2025-05-12 16:03:17.000,2025-05-13 16:03:17.000,Entregue,11,1,10,1,0.13842151638484454328,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1716,2025-04-04 17:49:37.000,P0012,1715.96,0.0533,1647.40,Boleto,Processando,91.460668,0,D01716,Standard,22.90,2025-05-06 05:36:55.000,2025-05-10 05:36:55.000,Entregue,36,4,32,1,0.01390069199951438631,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1717,2025-05-06 01:17:04.000,P0012,1715.96,0.1158,1540.15,Boleto,Em Analise,198.708168,0,D01717,Standard,22.90,2025-04-25 23:27:36.000,2025-04-29 23:27:36.000,Entregue,0,4,0,1,0.01486868162191994286,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1718,2025-03-05 10:45:16.000,P0012,1798.00,0.0923,1654.94,Debito,Processando,165.955400,0,D01718,Standard,22.90,2025-04-27 00:49:24.000,2025-05-01 00:49:24.000,Entregue,57,4,53,1,0.01383735966258595478,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1719,2025-05-01 20:42:32.000,P0012,499.64,0.0544,495.36,Credito,Confirmado,27.180416,1,D01719,Standard,22.90,2025-04-19 15:05:49.000,2025-04-24 15:05:49.000,Entregue,0,5,0,1,0.04622900516795865633,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1720,2025-04-01 18:02:24.000,P0012,3079.60,0.0288,3033.81,Boleto,Processando,88.692480,0,D01720,Same-Day,42.90,2025-04-21 16:35:32.000,2025-04-22 16:35:32.000,Entregue,21,1,20,1,0.01414063504306466127,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1721,2025-04-07 14:55:15.000,P0012,3596.00,0.0948,3288.09,Boleto,Em Analise,340.900800,0,D01721,Scheduled,32.99,2025-04-15 00:51:04.000,2025-04-19 00:51:04.000,A Caminho,12,4,8,1,0.01003318035698536232,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1722,2025-04-01 11:29:27.000,P0012,898.00,0.1331,811.47,PIX,Processando,119.523800,0,D01722,Scheduled,32.99,2025-04-30 18:55:19.000,2025-05-01 18:55:19.000,Trânsito,30,1,29,1,0.04065461446510653505,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
1723,2025-04-21 09:22:57.000,P0012,349.80,0.0969,358.80,Credito,Processando,33.895620,0,D01723,Same-Day,42.90,2025-04-27 11:06:36.000,2025-04-28 11:06:36.000,Trânsito,7,1,6,1,0.11956521739130434783,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1725,2025-04-26 20:47:09.000,P0012,524.70,0.0782,526.57,Boleto,Confirmado,41.031540,1,D01725,Same-Day,42.90,2025-04-25 03:06:40.000,2025-04-27 03:06:40.000,A Caminho,1,2,0,1,0.08147064967620639231,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1726,2025-03-11 04:23:08.000,P0012,3598.02,0.1077,3243.50,Boleto,Em Analise,387.506754,0,D01726,Scheduled,32.99,2025-04-30 10:29:19.000,2025-05-01 10:29:19.000,Trânsito,51,1,50,1,0.01017111145367658394,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1727,2025-03-27 08:45:08.000,P0012,103.60,0.1344,112.58,Debito,Em Analise,13.923840,0,D01727,Standard,22.90,2025-05-02 16:08:40.000,2025-05-02 16:08:40.000,Entregue,36,0,36,0,0.20341090779889856102,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1729,2025-03-11 05:17:55.000,P0012,497.97,0.1365,452.90,PIX,Confirmado,67.972905,1,D01729,Standard,22.90,2025-04-23 05:19:43.000,2025-04-27 05:19:43.000,Trânsito,47,4,43,1,0.05056303819827776551,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1730,2025-02-23 13:20:20.000,P0012,3796.00,0.0647,3593.30,Boleto,Cancelado,245.601200,0,D01730,Same-Day,42.90,2025-05-07 15:27:44.000,2025-05-10 15:27:44.000,Trânsito,76,3,73,1,0.01193888626054045028,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1731,2025-03-20 15:04:07.000,P0012,3596.00,0.1356,3151.28,PIX,Em Analise,487.617600,0,D01731,Same-Day,42.90,2025-04-24 18:32:59.000,2025-04-29 18:32:59.000,A Caminho,40,5,35,1,0.01361351577771572187,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1732,2025-04-08 09:56:56.000,P0012,1979.10,0.0932,1827.64,PIX,Confirmado,184.452120,1,D01732,Scheduled,32.99,2025-05-06 08:07:19.000,2025-05-11 08:07:19.000,Atrasado,33,5,28,1,0.01805060077476964829,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1733,2025-04-30 14:30:58.000,P0012,331.98,0.1305,311.56,Debito,Cancelado,43.323390,0,D01733,Standard,22.90,2025-04-29 11:46:51.000,2025-04-30 11:46:51.000,A Caminho,0,1,0,1,0.07350109128257799461,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1734,2025-03-25 11:05:04.000,P0012,3596.00,0.0059,3607.77,Boleto,Processando,21.216400,0,D01734,Scheduled,32.99,2025-05-08 23:06:13.000,2025-05-09 23:06:13.000,A Caminho,45,1,44,1,0.00914415275918365084,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1735,2025-04-30 07:54:17.000,P0012,3598.02,0.0987,3285.80,Credito,Em Analise,355.124574,0,D01735,Same-Day,42.90,2025-04-19 18:59:25.000,2025-04-22 18:59:25.000,Atrasado,0,3,0,1,0.01305618114310061477,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1736,2025-02-28 16:31:45.000,P0012,174.90,0.1272,195.55,PIX,Processando,22.247280,0,D01736,Same-Day,42.90,2025-05-01 22:57:25.000,2025-05-01 22:57:25.000,Atrasado,62,0,62,0,0.21938123242137560726,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
1737,2025-04-21 06:48:48.000,P0012,6506.28,0.0261,6359.37,PIX,Processando,169.813908,0,D01737,Standard,22.90,2025-04-30 16:17:11.000,2025-05-01 16:17:11.000,Trânsito,10,1,9,1,0.00360098563222457570,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
1958,2025-03-27 00:06:45.000,P0012,99.80,0.0090,131.89,PIX,Processando,0.898200,0,D01958,Scheduled,32.99,2025-05-08 13:13:22.000,2025-05-13 13:13:22.000,Atrasado,47,5,42,1,0.25013268632951702176,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
1842,2025-04-08 17:45:01.000,P0012,389.58,0.0928,386.42,Boleto,Processando,36.153024,0,D01842,Scheduled,32.99,2025-05-10 12:10:37.000,2025-05-13 12:10:37.000,A Caminho,35,3,32,1,0.08537342787640391284,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1843,2025-03-20 15:39:30.000,P0012,174.90,0.0054,216.86,Credito,Processando,0.944460,0,D01843,Same-Day,42.90,2025-05-09 22:40:54.000,2025-05-11 22:40:54.000,Trânsito,52,2,50,1,0.19782348058655353684,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1844,2025-03-15 21:16:06.000,P0012,1898.00,0.0789,1771.15,Debito,Em Analise,149.752200,0,D01844,Standard,22.90,2025-04-20 22:15:50.000,2025-04-23 22:15:50.000,Trânsito,39,3,36,1,0.01292945261553228129,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1845,2025-03-29 06:37:16.000,P0012,5937.30,0.0385,5751.61,PIX,Processando,228.586050,0,D01845,Same-Day,42.90,2025-04-30 16:35:09.000,2025-04-30 16:35:09.000,A Caminho,32,0,32,0,0.00745878110650756918,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
1846,2025-04-28 21:53:30.000,P0012,1347.00,0.0460,1307.94,Debito,Cancelado,61.962000,0,D01846,Standard,22.90,2025-04-30 21:26:45.000,2025-05-03 21:26:45.000,A Caminho,5,3,2,1,0.01750844839977368992,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1847,2025-04-21 05:52:31.000,P0012,3079.60,0.0701,2896.71,Boleto,Cancelado,215.879960,0,D01847,Scheduled,32.99,2025-04-27 13:38:53.000,2025-04-27 13:38:53.000,Entregue,6,0,6,0,0.01138878244629251806,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1848,2025-02-19 13:21:24.000,P0012,1898.00,0.1391,1676.89,Credito,Processando,264.011800,0,D01848,Same-Day,42.90,2025-05-03 18:39:21.000,2025-05-07 18:39:21.000,Entregue,77,4,73,1,0.02558307342759513146,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
